race_id,HorseName,SexAge,finish_pos,is_top3,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,JockeyId,斤量,距離,水分量,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
202543070501,ウインディポイント,牝3,1,1,2025/07/05,船橋,曇,1,3歳八,,8,5,5,1.2,1.0,1,岡村健司,05562,54.0,ダ1200,,良,-10.0,1:16.9,-0.3,29.0,1-3-2,36.8-40.1,40.1,416(0),,,(チープインパクト),170.0
202543070501,チープインパクト,セ3,2,1,2025/07/05,船橋,曇,1,3歳八,,8,4,4,6.2,2.0,2,濱田達也,a0236,56.0,ダ1200,,良,-10.0,1:17.2,0.3,25.0,3-1-1,36.8-40.1,40.4,458(-5),,,ウインディポイント,68.0
202543070501,チープインパクト,セ3,2,1,2025/06/06,船橋,晴,1,3歳七,,11,5,5,9.4,5.0,5,濱田達也,a0236,56.0,ダ1200,,良,-6.0,1:19.3,2.9,1.0,9-7-6,37.1-39.3,40.6,463(-23),,,プロデッツァ,17.0
202543070501,チープインパクト,セ3,2,1,2025/05/09,船橋,曇,1,3歳七,,11,6,7,10.4,3.0,6,濱田達也,a0236,56.0,ダ1200,,良,-7.0,1:20.5,3.2,-16.0,6-7-8,37.0-40.3,42.2,486(0),,,ザーシッダレイ,
202543070501,ペールガッサン,牝3,3,1,2025/07/05,船橋,曇,1,3歳八,,8,3,3,53.6,8.0,3,椿聡太,a05d9,51.0,ダ1200,,良,-10.0,1:18.4,1.5,9.0,8-7-6,36.8-40.1,40.4,463(+5),,,ウインディポイント,42.5
202543070501,ペールガッサン,牝3,3,1,2025/06/06,船橋,晴,1,3歳七,,11,8,10,111.0,10.0,8,椿聡太,a05d9,51.0,ダ1200,,良,-6.0,1:20.5,4.1,-15.0,8-9-10,37.1-39.3,41.2,458(0),,,プロデッツァ,
202543070501,ペールガッサン,牝3,3,1,2025/05/09,船橋,曇,1,3歳七,,11,6,6,132.3,9.0,10,山崎誠士,05365,54.0,ダ1200,,良,-7.0,1:21.5,4.2,-30.0,11-11-11,37.0-40.3,42.4,計不,,,ザーシッダレイ,
202543070501,ペールガッサン,牝2,3,1,2025/04/04,船橋,晴,1,3歳九　未出走(未出走),,6,4,4,73.7,5.0,4,山本聡紀,a02b0,54.0,ダ1200,,重,0.0,1:21.0,4.3,-16.0,5-6-5,38.0-38.7,41.9,451(-6),,,キングオブザヒル,30.0
202543070501,ペールガッサン,牝2,3,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,4,4,139.4,8.0,8,山本聡紀,a02b0,54.0,ダ1200,,良,10.0,1:20.9,3.5,-5.0,6-7-8,36.8-40.6,41.9,457(0),,,ジーンセンスルース,
202543070501,ケンヴァイオレット,牝3,4,0,2025/07/05,船橋,曇,1,3歳八,,8,6,6,19.3,4.0,4,所蛍,a050f,52.0,ダ1200,,良,-10.0,1:18.4,1.5,9.0,4-5-4,36.8-40.1,41.0,383(-1),,,ウインディポイント,25.5
202543070501,ケンヴァイオレット,牝3,4,0,2025/06/06,船橋,晴,1,3歳七,,11,2,2,74.4,9.0,7,所蛍,a050f,52.0,ダ1200,,良,-6.0,1:20.4,4.0,-14.0,6-8-5,37.1-39.3,41.7,384(+4),,,プロデッツァ,
202543070501,ケンヴァイオレット,牝3,4,0,2025/05/09,船橋,曇,1,3歳七,,11,7,9,62.3,8.0,7,木間塚龍,05607,54.0,ダ1200,,良,-7.0,1:20.6,3.3,-18.0,7-6-6,37.0-40.3,42.7,380(0),,,ザーシッダレイ,
202543070501,オヨメサンバ,牝3,5,0,2025/07/05,船橋,曇,1,3歳八,,8,7,7,32.6,5.0,5,臼井健太,05554,54.0,ダ1200,,良,-10.0,1:18.5,1.6,8.0,5-4-5,36.8-40.1,41.1,445(-7),,,ウインディポイント,17.0
202543070501,オヨメサンバ,牝3,5,0,2025/05/09,船橋,曇,1,3歳七,,11,1,1,142.9,10.0,9,仲野光馬,05618,54.0,ダ1200,,良,-7.0,1:21.2,3.9,-26.0,2-4-4,37.0-40.3,43.7,452(-6),,,ザーシッダレイ,
202543070501,オヨメサンバ,牝2,5,0,2025/04/04,船橋,晴,2,3歳八,,12,5,6,316.9,11.0,10,仲野光馬,05618,54.0,ダ1200,,重,0.0,1:22.7,5.1,-39.0,7-8-7,36.8-40.8,43.6,458(+3),,,マクマード,
202543070501,オヨメサンバ,牝2,5,0,2025/03/14,船橋,晴,3,3歳七,,10,8,10,120.8,10.0,7,秋元耕成,05347,54.0,ダ1200,,良,10.0,1:21.1,2.8,-8.0,5-5-5,37.5-40.8,42.5,455(-5),,,ノボザドリーム,
202543070501,オヨメサンバ,牝2,5,0,2024/09/26,船橋,曇,2,2歳六,,8,5,5,87.2,8.0,8,山口達弥,a01fb,54.0,ダ1200,,良,0.0,1:23.6,5.2,-51.0,3-5-6,37.8-40.6,45.2,460(-5),,,アダマスネロ,
202543070501,オヨメサンバ,牝2,5,0,2024/08/30,船橋,曇,5,ハイビスカスデビュー(2歳),,5,2,2,65.6,5.0,5,山口達弥,a01fb,54.0,ダ1200,,不,6.0,1:25.0,6.6,-64.0,4-4-4,36.9-41.5,45.8,465(0),,,ヨシヒロ,41.0
202543070501,モチユキ,牝3,6,0,2025/07/05,船橋,曇,1,3歳八,,8,8,8,36.5,7.0,6,實川純一,a01f6,54.0,ダ1200,,良,-10.0,1:19.8,2.9,-10.0,7-8-8,36.8-40.1,41.8,505(-14),,,ウインディポイント,
202543070501,モチユキ,牝2,6,0,2025/02/13,船橋,晴,1,3歳六,,11,4,4,245.5,11.0,11,臼井健太,05554,54.0,ダ1200,,良,-2.0,1:27.8,8.9,-110.0,11-11-11,36.6-42.3,46.4,519(-5),,,プレストエマ,
202543070501,モチユキ,牝2,6,0,2025/01/24,船橋,晴,1,茨城の銘柄和牛常陸牛(3歳),,10,6,6,113.3,10.0,10,臼井健太,05554,54.0,ダ1200,,良,-8.0,1:21.1,3.8,-26.0,9-9-8,37.5-39.8,41.9,524(-6),,,バンガレット,
202543070501,モチユキ,牝2,6,0,2024/12/20,船橋,曇,2,ポインセチアデビュー(新馬)(2歳),,6,3,3,48.6,5.0,5,臼井健太,05554,54.0,ダ1000,,良,9.0,1:07.4,4.9,-23.0,5-5,36.2-38.6,41.5,530(0),,,リュウノコルサ,41.0
202543070501,シュヴァルツボーイ,牡3,7,0,2025/07/05,船橋,曇,1,3歳八,,8,1,1,36.2,6.0,7,藤原幹生,05521,56.0,ダ1200,,良,-10.0,1:20.1,3.2,-14.0,6-6-7,36.8-40.1,42.3,504(+15),,,ウインディポイント,
202543070501,シュヴァルツボーイ,牡3,7,0,2025/06/06,船橋,晴,1,3歳七,,11,4,4,10.5,6.0,11,西啓太,a02d7,56.0,ダ1200,,良,-6.0,1:22.1,5.7,-37.0,4-4-4,37.1-39.3,44.4,489(-5),,,プロデッツァ,
202543070501,シュヴァルツボーイ,牡3,7,0,2025/05/09,船橋,曇,1,3歳七,,11,4,4,20.4,6.0,8,山中悠希,05598,56.0,ダ1200,,良,-7.0,1:20.7,3.4,-19.0,9-10-9,37.0-40.3,42.0,494(0),,,ザーシッダレイ,
202543070501,キトキト,牝3,8,0,2025/07/05,船橋,曇,1,3歳八,,8,2,2,7.7,3.0,8,本橋孝太,05488,54.0,ダ1200,,良,-10.0,1:20.2,3.3,-15.0,2-2-3,36.8-40.1,43.4,417(-3),,,ウインディポイント,
202543070501,キトキト,牝3,8,0,2025/06/06,船橋,晴,1,3歳七,,11,7,9,8.7,4.0,6,本橋孝太,05488,54.0,ダ1200,,良,-6.0,1:20.3,3.9,-13.0,3-2-3,37.1-39.3,43.0,420(0),,,プロデッツァ,
202543040402,マクマード,牡3,1,1,2025/04/04,船橋,晴,2,3歳八,,12,7,10,1.1,1.0,1,笹川翼,05524,56.0,ダ1200,,重,0.0,1:17.6,-0.5,30.0,3-3-2,36.8-40.8,40.3,516(0),,,(テルケンユミカザリ),200.0
202543040402,マクマード,牡2,1,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,8,9,17.2,5.0,3,山中悠希,05598,56.0,ダ1200,,良,10.0,1:17.8,0.4,37.0,7-6-6,36.8-40.6,39.2,516(+38),,,ジーンセンスルース,50.0
202543040402,マクマード,牡2,1,1,2024/09/26,船橋,晴,3,ローズデビュー(2歳),,6,3,3,3.7,2.0,6,笹川翼,05524,54.0,ダ1000,,良,0.0,1:04.9,3.6,10.0,6-6,35.5-37.6,38.7,483(0),,,ピコダイアル,
202543040402,テルケンユミカザリ,牝2,2,1,2025/04/04,船橋,晴,2,3歳八,,12,4,4,9.6,3.0,2,實川純一,a01f6,54.0,ダ1200,,重,0.0,1:18.1,0.5,23.0,1-1-1,36.8-40.8,41.3,450(-1),,,マクマード,80.0
202543040402,テルケンユミカザリ,牝2,2,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,5,5,27.3,6.0,4,實川純一,a01f6,54.0,ダ1200,,良,10.0,1:19.0,1.6,21.0,2-2-2,36.8-40.6,42.2,451(0),,,ジーンセンスルース,30.0
202543040402,マイラグラース,牝2,3,1,2025/04/04,船橋,晴,2,3歳八,,12,7,9,35.0,6.0,3,篠谷葵,05605,54.0,ダ1200,,重,0.0,1:19.2,1.6,8.0,2-2-3,36.8-40.8,42.0,436(-2),,,マクマード,50.0
202543040402,マイラグラース,牝2,3,1,2025/02/13,船橋,晴,1,3歳六,,11,2,2,74.2,8.0,8,山本聡哉,05445,54.0,ダ1200,,良,-2.0,1:19.6,0.7,1.0,5-5-5,36.6-42.3,41.1,438(-5),,,プレストエマ,
202543040402,マイラグラース,牝2,3,1,2025/01/24,船橋,晴,1,茨城の銘柄和牛常陸牛(3歳),,10,7,8,20.4,5.0,6,篠谷葵,05605,54.0,ダ1200,,良,-8.0,1:19.9,2.6,-9.0,7-5-6,37.5-39.8,41.6,443(+4),,,バンガレット,
202543040402,マイラグラース,牝2,3,1,2024/12/18,船橋,晴,1,2歳六,,6,3,3,13.6,4.0,5,Ｍ．ミシ,05586,52.0,ダ1200,,良,2.0,1:19.4,2.4,7.0,4-4-4,37.4-39.6,40.9,439(-1),,,ポッドベッロ,24.0
202543040402,マイラグラース,牝2,3,1,2024/11/26,船橋,晴,3,2歳　130P,,9,7,7,133.1,8.0,8,澤田龍哉,05452,54.0,ダ1500,,良,-4.0,1:46.1,7.3,-37.0,4-3-6-9,32.9-39.3,45.9,440(+9),,,スーパーロゴ,
202543040402,マイラグラース,牝2,3,1,2024/07/20,船橋,晴,4,2歳四,,7,4,4,8.3,4.0,6,澤田龍哉,05452,54.0,ダ1200,,良,-8.0,1:20.0,2.9,-11.0,3-5-7,36.9-40.2,42.5,431(+4),,,ビービーラフター,
202543040402,マイラグラース,牝2,3,1,2024/06/30,船橋,曇,4,アジサイデビュー(2歳),,5,1,1,6.1,3.0,4,笹川翼,05524,54.0,ダ1000,,稍,4.0,1:05.0,2.6,12.0,4-4,35.7-38.5,40.0,427(0),,,タイガーワゴン,61.5
202543040402,チュラカラット,牝3,4,0,2025/04/04,船橋,晴,2,3歳八,,12,8,12,19.9,4.0,4,山本大翔,05682,51.0,ダ1200,,重,0.0,1:19.4,1.8,5.0,8-5-5,36.8-40.8,41.1,397(-12),,,マクマード,30.0
202543040402,チュラカラット,牝2,4,0,2024/12/17,船橋,晴,1,2歳五,,8,7,7,19.5,4.0,6,笠野雄大,a0235,54.0,ダ1200,,良,-3.0,1:18.5,3.3,15.0,3-3-5,37.7-37.5,40.2,409(0),,,ヤギリドリーム,
202543040402,チュラカラット,牝2,4,0,2024/11/28,船橋,晴,2,2歳五,,12,3,3,14.9,6.0,3,山本大翔,05682,51.0,ダ1200,,稍,16.0,1:20.1,1.5,12.0,5-5-4,36.7-41.9,42.3,409(-2),,,カムバック,60.0
202543040402,チュラカラット,牝2,4,0,2024/11/01,船橋,曇,3,ユーカリデビュー(2歳),,8,4,4,145.0,8.0,6,臼井健太,05554,54.0,ダ1000,,稍,9.0,1:05.3,3.1,12.0,8-8,35.4-38.8,40.0,411(0),,,ジョイフルロック,
202543040402,ミズイロアウダクス,牝2,5,0,2025/04/04,船橋,晴,2,3歳八,,12,6,7,370.4,12.0,5,木間塚龍,05607,54.0,ダ1200,,重,0.0,1:19.4,1.8,5.0,4-6-6,36.8-40.8,40.5,502(-3),,,マクマード,20.0
202543040402,ミズイロアウダクス,牝2,5,0,2025/03/14,船橋,晴,3,3歳七,,10,6,6,73.0,7.0,8,山本大翔,05682,51.0,ダ1200,,良,10.0,1:21.5,3.2,-13.0,7-8-8,37.5-40.8,41.1,505(0),,,ノボザドリーム,
202543040402,ミズイロアウダクス,牝2,5,0,2025/02/14,船橋,晴,3,3歳　127P,,10,3,3,282.7,9.0,8,西村栄喜,05457,54.0,ダ1500,,良,-8.0,1:42.3,3.0,-1.0,10-10-9-9,33.3-39.0,40.8,505(-2),,,ヒラボクラフィット,
202543040402,ミズイロアウダクス,牝2,5,0,2025/01/24,船橋,晴,1,茨城の銘柄和牛常陸牛(3歳),,10,3,3,53.0,7.0,9,西村栄喜,05457,54.0,ダ1200,,良,-8.0,1:20.9,3.6,-23.0,6-10-10,37.5-39.8,41.6,507(+2),,,バンガレット,
202543040402,ミズイロアウダクス,牝2,5,0,2024/12/17,船橋,晴,1,2歳五,,8,3,3,62.5,7.0,7,所蛍,a050f,52.0,ダ1200,,良,-3.0,1:19.3,4.1,4.0,8-8-8,37.7-37.5,40.1,505(+10),,,ヤギリドリーム,
202543040402,ミズイロアウダクス,牝2,5,0,2024/11/28,船橋,晴,4,2歳四,,11,4,4,133.1,11.0,8,木間塚龍,05607,53.0,ダ1200,,稍,16.0,1:20.8,2.9,3.0,11-11-10,36.9-41.0,42.0,495(-8),,,メイメイメファ,
202543040402,ミズイロアウダクス,牝2,5,0,2024/11/22,浦和,晴,5,2歳六,,8,6,6,118.4,7.0,8,木間塚龍,05607,53.0,ダ1400,,稍,-23.0,1:35.3,3.5,-8.0,7-7-7-8,37.9-40.4,42.0,503(0),,,チートメジャー,
202543040402,ミズイロアウダクス,牝2,5,0,2024/10/29,船橋,曇,1,2歳四,,9,2,2,94.9,7.0,8,木間塚龍,05607,53.0,ダ1200,,稍,6.0,1:21.5,6.6,-17.0,8-8-8,36.9-38.0,41.7,503(+3),,,アランフェスローズ,
202543040402,ミズイロアウダクス,牝2,5,0,2024/09/26,船橋,曇,2,2歳六,,8,7,7,26.0,5.0,3,木間塚龍,05607,53.0,ダ1200,,良,0.0,1:20.7,2.3,-12.0,7-7-7,37.8-40.6,41.7,500(-2),,,アダマスネロ,60.0
202543040402,ミズイロアウダクス,牝2,5,0,2024/08/28,船橋,曇,2,2歳六,,7,4,4,42.3,7.0,6,木間塚龍,05607,53.0,ダ1200,,良,-13.0,1:19.6,3.0,-10.0,4-5-6,37.1-39.5,41.9,502(+10),,,ドレイク,
202543040402,ミズイロアウダクス,牝2,5,0,2024/07/20,船橋,晴,2,2歳五,,9,3,3,12.5,5.0,7,木間塚龍,05607,53.0,ダ1200,,良,-8.0,1:20.5,2.9,-17.0,8-9-8,37.1-40.5,41.8,492(-1),,,バンボリーナ,
202543040402,ミズイロアウダクス,牝2,5,0,2024/06/29,船橋,曇,4,アジサイデビュー(2歳),,6,4,4,26.0,6.0,6,木間塚龍,05607,53.0,ダ1000,,重,5.0,1:06.1,3.4,-5.0,6-6,36.7-38.4,40.8,493(0),,,プラウドフレール,
202543040402,クニノライフ,牝2,6,0,2025/04/04,船橋,晴,2,3歳八,,12,8,11,9.1,2.0,6,張田昂,05549,54.0,ダ1200,,重,0.0,1:19.6,2.0,3.0,5-4-4,36.8-40.8,41.9,470(-1),,,マクマード,
202543040402,クニノライフ,牝2,6,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,8,8,10.1,3.0,5,張田昂,05549,54.0,ダ1200,,良,10.0,1:19.3,1.9,17.0,5-4-4,36.8-40.6,42.1,471(0),,,ジーンセンスルース,20.0
202543040402,マッドクラップス,牝2,7,0,2025/04/04,船橋,晴,2,3歳八,,12,2,2,121.1,9.0,7,笠野雄大,a0235,54.0,ダ1200,,重,0.0,1:20.1,2.5,-4.0,10-10-10,36.8-40.8,40.0,422(-5),,,マクマード,
202543040402,マッドクラップス,牝2,7,0,2025/03/14,船橋,晴,3,3歳七,,10,7,8,86.7,8.0,6,笠野雄大,a0235,54.0,ダ1200,,良,10.0,1:20.1,1.8,6.0,8-7-7,37.5-40.8,39.9,427(-12),,,ノボザドリーム,
202543040402,マッドクラップス,牝2,7,0,2025/02/14,船橋,晴,1,3歳　未出走(未出走),,5,1,1,16.4,4.0,5,笠野雄大,a0235,54.0,ダ1200,,良,-8.0,1:21.9,4.5,-36.0,5-5-5,39.3-38.1,41.0,439(0),,,ライジングパワー,20.0
202543040402,ダイセンブライト,牝2,8,0,2025/04/04,船橋,晴,2,3歳八,,12,6,8,51.9,7.0,8,川島正太,05444,54.0,ダ1200,,重,0.0,1:21.3,3.7,-20.0,9-9-9,36.8-40.8,41.8,426(-1),,,マクマード,
202543040402,ダイセンブライト,牝2,8,0,2025/03/13,船橋,晴,4,3歳　234P,,8,4,4,176.1,8.0,6,川島正太,05444,54.0,ダ1500,,重,0.0,1:43.5,2.6,-6.0,1-1-1-2,33.5-40.4,43.0,427(-11),,,ブライティアベラ,
202543040402,ダイセンブライト,牝2,8,0,2024/12/17,船橋,晴,10,クラーベセクレタ・メ(2歳),,12,1,1,271.9,11.0,12,川島正太,05444,54.0,ダ1500,,良,-3.0,1:43.0,5.2,-3.0,9-8-11-12,32.8-39.6,42.9,438(+10),,,リヴェルベロ,
202543040402,ダイセンブライト,牝2,8,0,2024/11/28,船橋,晴,2,2歳五,,12,1,1,110.4,12.0,8,川島正太,05444,54.0,ダ1200,,稍,16.0,1:21.3,2.7,-4.0,6-7-6,36.7-41.9,43.3,428(-4),,,カムバック,
202543040402,ダイセンブライト,牝2,8,0,2024/10/31,船橋,晴,4,2歳五,,10,8,9,115.7,9.0,8,山中悠希,05598,54.0,ダ1200,,重,10.0,1:22.6,3.7,-28.0,5-6-7,37.5-41.4,44.3,432(+9),,,マルヒロユートピア,
202543040402,ダイセンブライト,牝2,8,0,2024/09/26,船橋,曇,2,2歳六,,8,1,1,54.2,7.0,6,山中悠希,05598,54.0,ダ1200,,良,0.0,1:21.2,2.8,-19.0,5-3-2,37.8-40.6,43.0,423(-10),,,アダマスネロ,
202543040402,ダイセンブライト,牝2,8,0,2024/08/30,船橋,曇,3,ハイビスカスデビュー(2歳),,6,6,6,38.2,5.0,5,本橋孝太,05488,54.0,ダ1000,,不,6.0,1:06.3,5.0,-7.0,4-5,35.7-37.4,41.2,433(0),,,サティスファイア,41.0
202543040402,アヤサンフラッシュ,牡3,9,0,2025/04/04,船橋,晴,2,3歳八,,12,1,1,29.8,5.0,9,西啓太,a02d7,56.0,ダ1200,,重,0.0,1:22.6,5.0,-38.0,6-7-8,36.8-40.8,43.6,522(+4),,,マクマード,
202543040402,アヤサンフラッシュ,牡2,9,0,2024/12/20,船橋,曇,2,ポインセチアデビュー(新馬)(2歳),,6,2,2,11.3,4.0,6,和田譲治,05399,55.0,ダ1000,,良,9.0,1:08.6,6.1,-42.0,6-6,36.2-38.6,41.9,507(0),,,リュウノコルサ,
202543040402,オヨメサンバ,牝2,10,0,2025/04/04,船橋,晴,2,3歳八,,12,5,6,316.9,11.0,10,仲野光馬,05618,54.0,ダ1200,,重,0.0,1:22.7,5.1,-39.0,7-8-7,36.8-40.8,43.6,458(+3),,,マクマード,
202543040402,オヨメサンバ,牝2,10,0,2025/03/14,船橋,晴,3,3歳七,,10,8,10,120.8,10.0,7,秋元耕成,05347,54.0,ダ1200,,良,10.0,1:21.1,2.8,-8.0,5-5-5,37.5-40.8,42.5,455(-5),,,ノボザドリーム,
202543040402,オヨメサンバ,牝2,10,0,2024/09/26,船橋,曇,2,2歳六,,8,5,5,87.2,8.0,8,山口達弥,a01fb,54.0,ダ1200,,良,0.0,1:23.6,5.2,-51.0,3-5-6,37.8-40.6,45.2,460(-5),,,アダマスネロ,
202543040402,オヨメサンバ,牝2,10,0,2024/08/30,船橋,曇,5,ハイビスカスデビュー(2歳),,5,2,2,65.6,5.0,5,山口達弥,a01fb,54.0,ダ1200,,不,6.0,1:25.0,6.6,-64.0,4-4-4,36.9-41.5,45.8,465(0),,,ヨシヒロ,41.0
202543040402,ブラックタイガー,牡3,11,0,2025/04/04,船橋,晴,2,3歳八,,12,5,5,179.4,10.0,11,西村栄喜,05457,56.0,ダ1200,,重,0.0,1:24.4,6.8,-62.0,12-11-11,36.8-40.8,42.1,538(+2),,,マクマード,
202543040402,ブラックタイガー,牡3,11,0,2025/03/14,船橋,晴,3,3歳七,,10,2,2,118.7,9.0,10,西村栄喜,05457,56.0,ダ1200,,良,10.0,1:24.1,5.8,-48.0,10-9-10,37.5-40.8,43.1,536(-2),,,ノボザドリーム,
202543040402,ブラックタイガー,牡2,11,0,2025/02/14,船橋,晴,1,3歳　未出走(未出走),,5,3,3,50.0,5.0,4,西村栄喜,05457,56.0,ダ1200,,良,-8.0,1:21.8,4.4,-35.0,4-4-4,39.3-38.1,41.3,538(+3),,,ライジングパワー,30.0
202543040402,ブラックタイガー,牡2,11,0,2025/01/24,船橋,晴,1,茨城の銘柄和牛常陸牛(3歳),,10,7,7,48.1,6.0,7,木間塚龍,05607,55.0,ダ1200,,良,-8.0,1:20.3,3.0,-15.0,8-7-7,37.5-39.8,41.6,535(+2),,,バンガレット,
202543040402,ブラックタイガー,牡2,11,0,2024/12/18,船橋,晴,1,2歳六,,6,2,2,111.1,6.0,6,木間塚龍,05607,54.0,ダ1200,,良,2.0,1:20.0,3.0,-1.0,6-6-6,37.4-39.6,41.1,533(+4),,,ポッドベッロ,
202543040402,ブラックタイガー,牡2,11,0,2024/11/28,船橋,晴,2,2歳五,,12,5,5,51.3,9.0,11,佐野遥久,05683,53.0,ダ1200,,稍,16.0,1:24.9,6.3,-53.0,2-4-7,36.7-41.9,47.3,529(+2),,,カムバック,
202543040402,ブラックタイガー,牡2,11,0,2024/10/31,船橋,晴,3,ユーカリデビュー(2歳),,7,3,3,31.0,5.0,7,木間塚龍,05607,54.0,ダ1000,,重,10.0,1:08.0,4.8,-31.0,3-4,36.4-39.0,43.3,527(0),,,セブンワンバイオ,
202543040402,レモンパイ,牝3,12,0,2025/04/04,船橋,晴,2,3歳八,,12,3,3,116.6,8.0,12,本橋孝太,05488,54.0,ダ1200,,重,0.0,1:26.7,9.1,-93.0,11-12-12,36.8-40.8,44.0,479(+13),,,マクマード,
202543040402,レモンパイ,牝2,12,0,2025/03/14,船橋,晴,3,3歳七,,10,7,7,24.5,5.0,9,山本聡紀,a02b0,54.0,ダ1200,,良,10.0,1:21.9,3.6,-18.0,9-10-9,37.5-40.8,40.9,466(-11),,,ノボザドリーム,
202543040402,レモンパイ,牝2,12,0,2025/02/13,船橋,晴,1,3歳六,,11,5,5,13.9,5.0,10,本橋孝太,05488,54.0,ダ1200,,良,-2.0,1:21.5,2.6,-25.0,9-10-10,36.6-42.3,40.9,477(+3),,,プレストエマ,
202543040402,レモンパイ,牝2,12,0,2025/01/20,船橋,晴,3,3歳　181P,,12,2,2,33.3,8.0,9,本橋孝太,05488,54.0,ダ1500,,稍,-5.0,1:41.4,3.9,11.0,9-8-12-11,32.6-39.4,41.4,474(+4),,,トレパーク,
202543040402,レモンパイ,牝2,12,0,2024/12/18,船橋,晴,1,2歳六,,6,4,4,41.0,5.0,3,本橋孝太,05488,54.0,ダ1200,,良,2.0,1:18.8,1.8,16.0,5-5-5,37.4-39.6,40.3,470(+6),,,ポッドベッロ,60.0
202543040402,レモンパイ,牝2,12,0,2024/10/31,船橋,晴,3,ユーカリデビュー(2歳),,7,1,1,72.5,6.0,6,本橋孝太,05488,54.0,ダ1000,,重,10.0,1:06.9,3.7,-13.0,7-7,36.4-39.0,39.6,462(0),,,セブンワンバイオ,
202543031401,ジーンセンスルース,牡2,1,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,6,6,4.9,2.0,1,山本聡哉,05445,56.0,ダ1200,,良,10.0,1:17.4,-0.3,42.0,3-3-3,36.8-40.6,40.4,540(0),,,(ミリオネアメーカー),200.0
202543031401,ミリオネアメーカー,牝2,2,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,2,2,1.3,1.0,2,本田正重,05443,54.0,ダ1200,,良,10.0,1:17.7,0.3,38.0,1-1-1,36.8-40.6,40.9,487(0),,,ジーンセンスルース,80.0
202543031401,マクマード,牡2,3,1,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,8,9,17.2,5.0,3,山中悠希,05598,56.0,ダ1200,,良,10.0,1:17.8,0.4,37.0,7-6-6,36.8-40.6,39.2,516(+38),,,ジーンセンスルース,50.0
202543031401,マクマード,牡2,3,1,2024/09/26,船橋,晴,3,ローズデビュー(2歳),,6,3,3,3.7,2.0,6,笹川翼,05524,54.0,ダ1000,,良,0.0,1:04.9,3.6,10.0,6-6,35.5-37.6,38.7,483(0),,,ピコダイアル,
202543031401,テルケンユミカザリ,牝2,4,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,5,5,27.3,6.0,4,實川純一,a01f6,54.0,ダ1200,,良,10.0,1:19.0,1.6,21.0,2-2-2,36.8-40.6,42.2,451(0),,,ジーンセンスルース,30.0
202543031401,クニノライフ,牝2,5,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,8,8,10.1,3.0,5,張田昂,05549,54.0,ダ1200,,良,10.0,1:19.3,1.9,17.0,5-4-4,36.8-40.6,42.1,471(0),,,ジーンセンスルース,20.0
202543031401,ジオパークコハク,牝2,6,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,7,7,14.5,4.0,6,澤田龍哉,05452,54.0,ダ1200,,良,10.0,1:20.5,3.1,1.0,9-8-7,36.8-40.6,41.5,494(0),,,ジーンセンスルース,
202543031401,ジュエリーオブラヴ,牝2,7,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,1,1,51.7,7.0,7,笠野雄大,a0235,54.0,ダ1200,,良,10.0,1:20.9,3.5,-5.0,8-9-9,36.8-40.6,41.5,407(0),,,ジーンセンスルース,
202543031401,ペールガッサン,牝2,8,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,4,4,139.4,8.0,8,山本聡紀,a02b0,54.0,ダ1200,,良,10.0,1:20.9,3.5,-5.0,6-7-8,36.8-40.6,41.9,457(0),,,ジーンセンスルース,
202543031401,ボルドーシュトレン,牝2,9,0,2025/03/14,船橋,晴,1,3歳八　未出走(未出走),,9,3,3,152.9,9.0,9,野澤憲彦,05358,54.0,ダ1200,,良,10.0,1:23.0,5.6,-33.0,4-5-5,36.8-40.6,45.2,448(0),,,ジーンセンスルース,
202443062802,ファットドラゴン,牡3,1,1,2024/06/28,船橋,雨,2,3歳八,,11,6,6,4.5,2.0,1,所蛍,a050f,53.0,ダ1200,,不,-2.0,1:15.6,-1.3,55.0,2-2-2,36.7-38.9,38.8,計不,,,(キラン),170.0
202443062802,ファットドラゴン,牡3,1,1,2024/05/30,船橋,晴,2,3歳七,,12,4,4,2.1,1.0,10,所蛍,a050f,53.0,ダ1200,,稍,-4.0,1:18.5,1.7,14.0,3-5-6,36.9-39.9,40.5,462(-5),,,イッポンミチ,
202443062802,ファットドラゴン,牡3,1,1,2024/05/03,船橋,晴,2,3歳九,,12,3,3,2.3,1.0,3,所蛍,a050f,53.0,ダ1200,,重,2.0,1:18.4,0.6,21.0,1-2-2,36.8-41.0,41.5,467(+9),,,グランファースト,42.5
